date,pair,side,net_return,pnl,equity,peak,drawdown
2023-07-07,USDJPY=X,LONG,0.01071564543510979,339.04623913534397,105806.71380008309,107219.3453447384,-0.013175155473234113
2023-07-20,EURUSD=X,LONG,-0.006228202043189646,-197.6956773218579,105609.01812276123,107219.3453447384,-0.015018998827119656
2023-08-23,USDJPY=X,LONG,-0.0005835208860786846,-18.48752034986805,105590.53060241137,107219.3453447384,-0.015191425923092194
2023-09-11,EURJPY=X,LONG,-0.007260570211011166,-229.99423831701924,105360.53636409435,107219.3453447384,-0.017336507462039408
2023-09-29,GBPUSD=X,SHORT,0.012010411312138857,379.6270133401008,105740.16337743445,107219.3453447384,-0.01379584964399827
2023-10-03,USDJPY=X,LONG,0.007679193723248457,243.5997596709783,105983.76313710543,107219.3453447384,-0.011523873827621656
2023-10-06,GBPUSD=X,SHORT,-0.009328401056010665,-296.59771439044755,105687.16542271498,107219.3453447384,-0.014290144349390022
2023-11-17,EURJPY=X,LONG,0.023044487778709422,730.651977585059,106417.81740030005,107219.3453447384,-0.00747559073282178
2023-11-30,EURUSD=X,LONG,0.004014381691935409,128.16052136024697,106545.97792166029,107219.3453447384,-0.0062802791876135355
2024-01-02,EURUSD=X,LONG,-0.008239945176343454,-263.3799050503142,106282.59801660998,107219.3453447384,-0.008736737993657151
2024-01-25,EURJPY=X,LONG,0.0031245602174384403,99.62591327061035,106382.22392988058,107219.3453447384,-0.007807559467615133
2024-01-31,USDJPY=X,LONG,-0.0086875164083429,-277.2591947840539,106104.96473509652,107219.3453447384,-0.010393465899822818
2024-02-29,EURJPY=X,LONG,-0.002353208689317583,-74.90613749830945,106030.05859759821,107219.3453447384,-0.011092091108337865
2024-03-15,EURUSD=X,LONG,-0.006154448387757081,-195.76695695693311,105834.29164064128,107219.3453447384,-0.012917945913993423
2024-03-28,EURJPY=X,LONG,-0.010367743202971784,-329.17882733957765,105505.1128133017,107219.3453447384,-0.01598808989110112
2024-04-17,USDJPY=X,LONG,0.026081213075798918,825.5103983609773,106330.62321166268,107219.3453447384,-0.008288822602098955
2024-04-25,GBPUSD=X,SHORT,-0.010903902865557102,-347.8256361402363,105982.79757552245,107219.3453447384,-0.011532879306809019
2024-04-29,EURJPY=X,LONG,-0.0017952609542448343,-57.08003349269086,105925.71754202976,107219.3453447384,-0.012065246234709615
2024-04-29,USDJPY=X,LONG,0.009741879857900992,309.5746842469228,106235.29222627668,107219.3453447384,-0.009177943731121685
2024-05-02,EURJPY=X,LONG,-0.00799530279016192,-254.81499850512503,105980.47722777155,107219.3453447384,-0.011554520436433902
2024-05-02,USDJPY=X,LONG,-0.0024744157101504625,-78.67192734649238,105901.80530042505,107219.3453447384,-0.012288267943411757
2024-05-24,EURUSD=X,LONG,-0.005302612381522922,-168.4668672034991,105733.33843322155,107219.3453447384,-0.013859503681345364
2024-06-07,EURUSD=X,LONG,-0.005403742436473156,-171.4067183524732,105561.93171486908,107219.3453447384,-0.015458158455829984
2024-07-05,USDJPY=X,LONG,0.004467570917912086,141.48162485039117,105703.41333971947,107219.3453447384,-0.01413860530620481
2024-07-11,EURJPY=X,LONG,0.0012889273113894928,40.87320490819705,105744.28654462767,107219.3453447384,-0.013757394203145146
2024-08-06,GBPJPY=X,SHORT,0.0018579998751333065,58.94186135879363,105803.22840598646,107219.3453447384,-0.013207662611618654
2024-08-29,EURUSD=X,LONG,-0.002139992744187373,-67.92544233012312,105735.30296365634,107219.3453447384,-0.013841181144227832
2024-10-01,EURUSD=X,LONG,-0.0023468739421261945,-74.44422818646709,105660.85873546988,107219.3453447384,-0.014535498274658942
2024-11-06,EURJPY=X,LONG,-0.004189161914275004,-132.78913357326655,105528.06960189661,107219.3453447384,-0.01577397938220837
2024-11-18,USDJPY=X,LONG,-0.014339762231013322,-453.9742280367066,105074.0953738599,107219.3453447384,-0.020008049517379
2024-12-05,GBPJPY=X,SHORT,0.0014574783539265596,45.9429658697447,105120.03833972965,107219.3453447384,-0.01957955440092385
2025-02-12,GBPJPY=X,SHORT,-0.013013806946194698,-410.40356553894804,104709.63477419071,107219.3453447384,-0.023407255122462334
2025-03-20,EURJPY=X,LONG,-0.009090006751255394,-285.543386105664,104424.09138808504,107219.3453447384,-0.02607042551571148
2025-03-25,EURUSD=X,LONG,-0.0003185197220458721,-9.978339769147677,104414.11304831589,107219.3453447384,-0.02616349024891862
2025-04-24,GBPJPY=X,SHORT,-0.003565652361492838,-111.6913286291723,104302.42171968672,107219.3453447384,-0.027205198984129098
2025-05-01,EURUSD=X,LONG,-0.002228738302975754,-69.7388407139388,104232.68287897279,107219.3453447384,-0.027855630494317052
